dia_semana;hour;mortos
domingo;0;57
domingo;1;41
domingo;2;37
domingo;3;66
domingo;4;74
domingo;5;78
domingo;6;57
domingo;7;48
domingo;8;44
domingo;9;23
domingo;10;19
domingo;11;37
domingo;12;48
domingo;13;38
domingo;14;38
domingo;15;49
domingo;16;62
domingo;17;94
domingo;18;128
domingo;19;97
domingo;20;90
domingo;21;83
domingo;22;75
domingo;23;59
quarta-feira;0;13
quarta-feira;1;16
quarta-feira;2;16
quarta-feira;3;7
quarta-feira;4;23
quarta-feira;5;26
quarta-feira;6;27
quarta-feira;7;36
quarta-feira;8;33
quarta-feira;9;32
quarta-feira;10;25
quarta-feira;11;30
quarta-feira;12;24
quarta-feira;13;28
quarta-feira;14;24
quarta-feira;15;21
quarta-feira;16;41
quarta-feira;17;33
quarta-feira;18;62
quarta-feira;19;38
quarta-feira;20;41
quarta-feira;21;48
quarta-feira;22;23
quarta-feira;23;29
quinta-feira;0;10
quinta-feira;1;10
quinta-feira;2;19
quinta-feira;3;13
quinta-feira;4;21
quinta-feira;5;34
quinta-feira;6;34
quinta-feira;7;33
quinta-feira;8;34
quinta-feira;9;22
quinta-feira;10;21
quinta-feira;11;26
quinta-feira;12;28
quinta-feira;13;29
quinta-feira;14;28
quinta-feira;15;25
quinta-feira;16;39
quinta-feira;17;42
quinta-feira;18;62
quinta-feira;19;54
quinta-feira;20;42
quinta-feira;21;35
quinta-feira;22;37
quinta-feira;23;34
segunda-feira;0;35
segunda-feira;1;39
segunda-feira;2;24
segunda-feira;3;14
segunda-feira;4;25
segunda-feira;5;38
segunda-feira;6;44
segunda-feira;7;30
segunda-feira;8;24
segunda-feira;9;20
segunda-feira;10;25
segunda-feira;11;30
segunda-feira;12;26
segunda-feira;13;42
segunda-feira;14;30
segunda-feira;15;24
segunda-feira;16;28
segunda-feira;17;41
segunda-feira;18;54
segunda-feira;19;35
segunda-feira;20;44
segunda-feira;21;32
segunda-feira;22;27
segunda-feira;23;19
sexta-feira;0;14
sexta-feira;1;26
sexta-feira;2;22
sexta-feira;3;23
sexta-feira;4;23
sexta-feira;5;43
sexta-feira;6;33
sexta-feira;7;36
sexta-feira;8;27
sexta-feira;9;35
sexta-feira;10;17
sexta-feira;11;19
sexta-feira;12;20
sexta-feira;13;21
sexta-feira;14;29
sexta-feira;15;31
sexta-feira;16;60
sexta-feira;17;55
sexta-feira;18;89
sexta-feira;19;71
sexta-feira;20;65
sexta-feira;21;45
sexta-feira;22;46
sexta-feira;23;46
